Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,60,450,27000,10800,In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,275,15125,6050,In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,55,175,9625,2887.5,In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,150,8250,2475,In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,65,150,9750,2925,In-store
Foot Locker,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,70,275,19250,6737.5,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,65,425,27625,11050,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,300,16500,6600,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,55,295,16225,4867.5,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,275,15125,4537.5,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,65,250,16250,4875,In-store
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,70,350,24500,8575,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,65,575,37375,14950,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,375,20625,8250,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,55,350,19250,5775,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,300,16500,4950,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,65,300,19500,5850,In-store
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,70,400,28000,9800,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,35,425,14875,5206.25,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,225,7875,2756.25,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,5625,2250,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,75,2250,900,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Apparel,45,125,5625,1687.5,In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Apparel,35,225,7875,3150,In-store
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,35,475,16625,5818.75,In-store
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,125,4375,1531.25,In-store
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,4375,1750,In-store
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,1500,600,In-store
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,45,125,5625,1687.5,In-store
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,35,225,7875,3150,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,15575,5451.25,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,150,5250,1837.5,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,4375,1750,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,25,750,300,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,45,75,3375,1012.5,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,35,175,6125,2450,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,35,425,14875,5206.25,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,125,4375,1531.25,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,25,125,3125,1250,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,1500,600,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,45,50,2250,675,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,35,200,7000,2800,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,470,23500,8225,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,175,7875,2756.25,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,200,8000,3200,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,150,6000,2400,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,175,8750,2625,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,55,300,16500,6600,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,27500,9625,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,300,13500,4725,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,9000,3600,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,8000,3200,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,200,10000,3000,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,55,350,19250,7700,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,575,28750,10062.5,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,325,14625,5118.75,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,250,10000,4000,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,8000,3200,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,225,11250,3375,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,55,400,22000,8800,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,27500,9625,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,325,14625,5118.75,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,250,10000,4000,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,150,6000,2400,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,125,6250,1875,In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,55,300,16500,6600,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,425,21250,7437.5,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,225,10125,3543.75,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,125,5000,2000,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,100,4000,1600,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,100,5000,1500,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,55,200,11000,4400,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,55,375,20625,7218.75,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50,200,10000,3500,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,50,100,5000,2000,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,75,3750,1500,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,60,75,4500,1350,In-store
Sports Direct,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,65,200,13000,5200,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,60,350,21000,7350,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50,225,11250,3937.5,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,50,220,11000,4400,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,200,10000,4000,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,60,175,10500,3150,In-store
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,65,275,17875,7150,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,60,500,30000,10500,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50,300,15000,5250,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,50,275,13750,5500,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,225,11250,4500,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,60,225,13500,4050,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,65,325,21125,8450,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,40,450,18000,5400,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40,250,10000,3000,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,30,250,7500,1875,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35,100,3500,875,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,150,7500,1875,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Apparel,40,250,10000,3000,In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,40,500,20000,6000,In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40,150,6000,1800,In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,30,200,6000,1500,In-store
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,250,8750,2187.5,In-store
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,150,7500,1875,In-store
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,40,250,10000,3000,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,40,470,18800,5640,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,175,7000,2100,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30,200,6000,1500,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,300,10500,2625,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,100,5000,1250,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,40,200,8000,2400,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,40,450,18000,5400,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,150,6000,1800,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30,150,4500,1125,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,125,4375,1093.75,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,125,6250,1562.5,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,40,275,11000,3300,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,495,27225,8167.5,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,200,10000,3000,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,45,225,10125,2531.25,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1968.75,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,200,11000,2750,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,60,325,19500,5850,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,31625,9487.5,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,325,16250,4875,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,45,250,11250,2812.5,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,225,10125,2531.25,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,225,12375,3093.75,In-store
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,60,375,22500,6750,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,600,33000,9900,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,350,17500,5250,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,45,275,12375,3093.75,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,225,10125,2531.25,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,250,13750,3437.5,In-store
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,60,425,25500,7650,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,31625,9487.5,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,350,17500,5250,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,45,275,12375,3093.75,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1968.75,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,150,8250,2062.5,In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,60,325,19500,5850,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,450,24750,7425,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,250,12500,3750,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,45,150,6750,1687.5,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,125,5625,1406.25,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,125,6875,1718.75,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,60,225,13500,4050,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,60,400,24000,7200,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,225,12375,3712.5,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55,125,6875,1718.75,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,100,5500,1375,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,100,6500,1625,In-store
Amazon,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,225,15750,4725,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,65,375,24375,7312.5,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,300,16500,4950,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55,295,16225,4056.25,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,275,15125,3781.25,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,250,16250,4062.5,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,350,24500,7350,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,37375,11212.5,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,375,20625,6187.5,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55,350,19250,4812.5,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,300,16500,4125,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,300,19500,4875,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,400,28000,8400,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45,525,23625,10631.25,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,325,14625,6581.25,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,35,325,11375,3981.25,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,7000,2450,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,225,12375,4331.25,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,45,325,14625,5850,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,25875,11643.75,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,225,10125,4556.25,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,35,275,9625,3368.75,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,6000,2100,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Men's Apparel,55,225,12375,4331.25,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Apparel,45,325,14625,5850,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,45,545,24525,11036.25,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,250,11250,5062.5,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,35,275,9625,3368.75,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,125,5000,1750,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Apparel,55,175,9625,3368.75,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Apparel,45,275,12375,4950,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,45,525,23625,10631.25,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,225,10125,4556.25,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,35,225,7875,2756.25,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,6000,2100,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Apparel,55,150,8250,2887.5,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Apparel,45,300,13500,5400,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,570,34200,15390,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,275,15125,6806.25,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,300,15000,5250,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,250,12500,4375,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,275,16500,5775,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,400,26000,10400,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,400,22000,9900,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,325,16250,5687.5,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,15000,5250,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Apparel,60,300,18000,6300,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Apparel,65,450,29250,11700,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,675,40500,18225,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10518.75,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,350,17500,6125,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,15000,5250,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,325,19500,6825,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,500,32500,13000,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10518.75,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,350,17500,6125,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,250,12500,4375,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Apparel,60,225,13500,4725,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Apparel,65,400,26000,10400,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,525,31500,14175,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,325,17875,8043.75,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,225,11250,3937.5,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,200,10000,3500,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,200,12000,4200,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,300,19500,7800,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,65,475,30875,13893.75,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,300,18000,8100,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,60,200,12000,4200,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,175,10500,3675,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Apparel,70,175,12250,4287.5,In-store
West Gear,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Apparel,75,300,22500,9000,In-store
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,70,450,31500,14175,In-store
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,325,19500,8775,In-store
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,60,320,19200,6720,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,300,18000,6300,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Apparel,70,275,19250,6737.5,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Apparel,75,375,28125,11250,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,70,600,42000,18900,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,400,24000,10800,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,60,375,22500,7875,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,325,19500,6825,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Apparel,70,325,22750,7962.5,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Apparel,75,425,31875,12750,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Street Footwear,50,525,26250,10500,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,325,16250,6500,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40,325,13000,3900,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,7875,2362.5,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Apparel,60,225,13500,4050,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Apparel,50,325,16250,5687.5,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,50,600,30000,12000,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,250,12500,5000,In-store
